description,name,image,number
"Modern elegance takes form in the Chambord Collection. Immediately catching your eye is the striking champagne gold finish, an opulent mix of silver and gold hues, elegantly accented by the serpentine top of the TV stand, overlay fretwork on the pilasters, delicately splayed cabriole leg, elegant gold hardware, along with the scalloped base. The glamorous look of the Chambord Collection will provide your home with the fabulous touch you are looking for.",Chambord Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/18280-T__1-750x500.jpg,18280-T
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6494__1-333x500.jpg,6494
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6488__1-333x500.jpg,6488
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6478__1-333x500.jpg,6478
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6472__1-333x500.jpg,6472
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6469__1-750x500.jpg,6469
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6468__1-750x500.jpg,6468
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/6411__1-750x500.jpg,6411
Providing versatile seating options for your home are the Jacinta (1255F1S) and Alta (1249F1S) Collections. The modern design of each chair allows for use as either alternative dining seating or as an accent piece for your contemporary home. The gray tone fabrics of the Jacinta (1255F1S) accent chair features espresso finish legs and back support. Beige fabric covers the seat and back of the unique Alta (1249F1S) accent chair.,Alta Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1255F1S__1-333x500.jpg,1255F1S
Providing versatile seating options for your home are the Jacinta (1255F1S) and Alta (1249F1S) Collections. The modern design of each chair allows for use as either alternative dining seating or as an accent piece for your contemporary home. The grey tone fabrics of the Jacinta (1255F1S) accent chair features espresso finish legs and back support. Beige fabric covers the seat and back of the unique Alta (1249F1S) accent chair.,Alta Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1249F1S__1-333x500.jpg,1249F1S
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233TL__1-750x500.jpg,1233TL
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233RN__1-333x500.jpg,1233RN
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233MD__1-750x500.jpg,1233MD
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233GY__1-750x500.jpg,1233GY
"Traditional in design and modest in scale, the elegant Mayville Collection takes its design inspiration from classic Louis Philippe styling. Featuring all the traditional flare unique to the style - antiqued metal bale hardware and distinct framing- this collection is a perfect addition to your traditional bedroom.",Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2147BK-12__1-333x500.jpg,2147BK-12
"Traditional in design and modest in scale, the elegant Mayville Collection takes its design inspiration from classic Louis Philippe styling. Featuring all the traditional flare unique to the style - antiqued metal bale hardware and distinct framing- this collection is a perfect addition to your traditional bedroom.",Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2147W-12__1-333x500.jpg,2147W-12
Â ,Mayville Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2147-12__1-333x500.jpg,2147-12
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4657M__1-750x500.jpg,4657M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4648M__1-750x500.jpg,4648M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4645M__1-750x500.jpg,4645M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4637M__1-750x500.jpg,4637M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4633M__1-750x500.jpg,4633M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4672M__1-750x500.jpg,4672M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4673M__1-750x500.jpg,4673M
"The reflection staring back at you from the Reflective Collection provides a true look at the whimsy that punctuates your personal decorative style. Uniquely styled to provide a statement piece for your home, our accent mirrors are crafted to give a stylish, layered glimpse of your surroundings.",Reflective Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4634M__1-750x500.jpg,4634M
"The elegant modified hourglass shape of the Lila Collection stands out in a crowd. Vertical rods gather and descend to create the conical shape of this frosted glass-topped accent table. The chrome finish adds a clean, modern look to the design.",Lila Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4662__1-333x500.jpg,4662
Woven metal rods intertwine to create an elegant nest that supports the frosted glass tabletop of the Zara Collection. An elegant chrome finish adds to the allure of this accent table.,Zara Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4663__1-333x500.jpg,4663
"In looking for an accent piece for your home, your desire style and functionality â the Rory Collection delivers on both counts. Offered in black bonded leather, grey linen fabric, and brown snakeskin print bi-cast vinyl, this decorative bench features button tufting and a continuous X-frame design. The padded seat, along with a clean design, provides the perfect spot for a moments rest.",Rory Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4605BK__1-750x500.jpg,4605BK
"In looking for an accent piece for your home, your desire style and functionality â the Rory Collection delivers on both counts. Offered in black bonded leather, grey linen fabric, and brown snakeskin print bi-cast vinyl, this decorative bench features button tufting and a continuous X-frame design. The padded seat, along with a clean design, provides the perfect spot for a moments rest.",Rory Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4605GY__1-750x500.jpg,4605GY
"Adding a touch of glamour to your home is the Reverie Collection. Black bi-cast vinyl covers this stylish ottoman. The attached top opens to reveal ample storage space. Polished nailhead accent trim encircles the base of the unit, providing a sophisticated touch.",Reverie Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4602PU__1-750x500.jpg,4602PU
"As in many homes, the need for functional storage is great. The Clair Collection offers not only the function of storage, but seating as well. The unit is covered in purple medallion fabric.",Clair Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/471FA-1S__1-333x500.jpg,471FA-1S
"As in many homes, the need for functional storage is great. The Clair Collection offers not only the function of storage, but seating as well. The unit is covered in a rich chocolate corduroy, leopard print, or purple medallion fabric and is also available in dark brown, red, taupe or purple bi-cast vinyl that features baseball stitching.",Clair Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/471LP__1-333x500.jpg,471LP
"With a clean transitional style, the functional storage ottoman of the Tigard Collection will provide the extra storage or seating space that your home needs. The track-style side supports buffer the tufted lift top of the unit, which opens to reveal the storage space below. When closed, the unit can function as additional seating or as an occasional piece. Covered in a fashionable brown bi-cast vinyl, makes this unit a perfect fit in many home decors.",Tigard Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4603PU__1-750x500.jpg,4603PU
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Iron Cocktail Table with Casters Amara Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/6409__1__6409_Iron_Cocktail_Table_____with_Casters-750x500.jpg,6409
"The need for additional storage space in your modern home will be met with the Synergy Collection. The two segments of this ottoman serve equally as storage space, yet two different functional tops define each of their roles. With the first section, an airlift mechanism lifts the seat to reveal storage below. The second section is a fully extended lift top that not only reveals storage space, but will bring the seat top towards you for those times when you need an extra table surface. This padded ottoman is covered in dark brown bi-cast vinyl with white contrast stitching.",Synergy Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/4727PU__1-750x500.jpg,4727PU
Functional cocktail ottoman with casters features storage and seating that reverse to reveal up to four individual serving trays.,Kaitlyn Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/468CP__1-750x500.jpg,468CP
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F6S__1-333x500.jpg,1191F6S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F5S__1-333x500.jpg,1191F5S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F2S__1-750x500.jpg,1191F2S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F4S__1-333x500.jpg,1191F4S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F3S__1-333x500.jpg,1191F3S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F1S__1-333x500.jpg,1191F1S
"When designing your living space the accent pieces you choose not only to fill the room but allow for the expression of your individual style to come shining through. Offered in a multitude of fabrics and frames, our accent collection will compliment your unique style.",Lifestyle Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/468F25S__1-750x500.jpg,468F25S
"A tasteful accent to any room in your home is the Langdale Collection. The tufted fan back serves as the focal point, while dark cherry finish, on the wood legs, makes for a perfect contrast against either the oatmeal linen, french note, or grey chevron fabric offerings.",Langdale Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1212F1S__1-333x500.jpg,1212F1S
"A tasteful accent to any room in your home is the Langdale Collection. The tufted fan back serves as the focal point, while dark cherry finish, on the wood legs, makes for a perfect contrast against either the Oatmeal-Colored or the French Note fabric offerings.",Langdale Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1212F2S__1-333x500.jpg,1212F2S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1193F1S__1-333x500.jpg,1193F1S
A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the French note linen-like fabric offerings.,Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1193F2S__1-333x500.jpg,1193F2S
"Dark grey woven fabric provides a textural statement to the grandly styled Adriano Collection. Wing-backed, as a nod to traditional form, the chair features nailhead accents and button-tufting which ultimately serve to create the pinnacle in tailored styling.",Adriano Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1217F1S__2-333x500.jpg,1217F1S
The classic shape of a wing back chair is modernized and styled to lend an air of sophisticated whimsy to your home is the Nicolo Collection. The bold medallion print features a tonal grey color scheme that blends effortlessly with your modern traditional aesthetic.,Nicolo Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1216f1s_2014S-127-333x500.jpg,1216f1s_2014S-127
"Convenient, stylish storage space will be added to your home with the dark brown bi-cast vinyl upholstered Blasey Collection. When turned over, the comfortable ottoman bench seating reveals a functional service tray and removable seating cubes.",Blasey Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4738PU
"As in many homes, the need for functional storage is great. The Clair Collection offers not only the function of storage, but seating as well. The unit is covered in a rich chocolate corduroy, leopard print, or purple medallion fabric and is also available in dark brown, red, taupe or purple bi-cast vinyl that features baseball stitching.",Clair Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,471NF
"Providing stylish storage space in your home is the Afton Collection. The button-tufted lift-top storage ottoman is offered in a cream fabric and bi-cast vinyl options in dark brown, purple, red and taupe. Turned legs support this lovely accent piece.",Afton Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4730NF
"Providing stylish storage space in your home is the Afton Collection. The button-tufted lift-top storage ottoman is offered in a cream fabric and bi-cast vinyl options in dark brown, purple, red and taupe. Turned legs support this lovely accent piece.",Afton Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4730PU
"Moving through your living space with the greatest of ease is the Fleming Collection. Situated on casters, the multi-functional ottoman features display storage and defined quad seating that, when turned over, can be used as serving trays.", ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4732PU
The wedge shape of the Elwell chair-side table allows for placement in the smallest of spaces while still providing ample space for a small table lamp or accessory display.,Elwell Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4728AK
The wedge shape of the Elwell chair-side table allows for placement in the smallest of spaces while still providing ample space for a small table lamp or accessory display.,Elwell Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4728BK
The wedge shape of the Elwell chair-side table allows for placement in the smallest of spaces while still providing ample space for a small table lamp or accessory display.,Elwell Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4728ES
Functional cocktail ottoman features storage and seating that reverses to reveal 4 individual serving trays.,Kaitlyn Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,468PU
"This functional two-seat storage ottoman reverses to reveal 2 individual serving trays and 2 cleverly stored stools. Covered in dark brown bi-cast vinyl, this look is also offered in mottled brown polished microfiber.",Claire Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,469PU
Functional cocktail ottoman features seating that reverses to reveal 4 individual serving trays and 4 cleverly stored stools.,Claire Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,470PU
"The round, bi-cast vinyl Houston ottoman is featured in dark brown with baseball stitching accent. The top of this unit opens to reveal nesting tear-drop ottomans that can be removed for additional seating needs.",Houston Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4722PU
"Black bi-cast vinyl, button-tufted, rectangular ottomanâs hinged top opens to reveal two smaller button tufted cube ottomans inside.",Reynolds Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4720PU
"The cocktail ottoman with storage trunk of the Vega Collection offers an inventive way to store your assorted odds and ends out of the way but still within reach. The fully upholstered ottomans feature removable tops that open up to a finished interior perfect for storage while the removable top also functions as a tray. Base finish is espresso, available in either light brown mottled microfiber or dark brown bi-cast vinyl.",Vega Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,458B-PU
"The cocktail ottoman with storage trunk of the Vega Collection offers an inventive way to store your assorted odds and ends out of the way but still within reach. The fully upholstered ottomans feature removable tops that open up to a finished interior perfect for storage while the removable top also functions as a tray. Base finish is espresso, available in either light brown mottled microfiber or dark brown bi-cast vinyl.",Vega Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,459B-PU
"As in many homes, the need for functional storage is great. The Clair Collection offers not only the function of storage, but seating as well. The unit is covered in a rich chocolate corduroy, leopard print, or purple medallion fabric and is also available in dark brown, red, taupe or purple bi-cast vinyl that features baseball stitching.",Clair Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,471PU
"Whether your home leans to transitional or contemporary design, the Sedley Collection will be the perfect fit for your home office needs. From the distinct walnut veneer pattern to the unique framing of the desk, bookcase and file cabinet, each design component lends to placement in a variety of office settings. The dark metal horizontal hardware and metal support framing complements the finish of the group while providing distinct contrast. Convenience factors include drawer storage, reversible return desk for convenient placement within the space and open display shelves and door storage of the bookshelf.",Sedley Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/5415RF-15-750x500.jpg,5415RF-15
"With a look that blends the transitional design element of wood and accenting that lends to a modern traditional aesthetic, the Millwood Collection will help to create the ambiance that you are looking to achieve in your home or office. The decorative metal base and framing of the collection provides an industrial feel, lending to the casual contrast of the distressed ash veneer of the shelving and handscraped weathered tops.",Millwood Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/5099-22__1-750x500.jpg,5099-22
"With a look that blends the transitional design element of wood and accenting that lends to a modern traditional aesthetic, the Millwood Collection will help to create the ambiance that you are looking to achieve in your home or office. The decorative metal base and framing of the collection provides an industrial feel, lending to the casual contrast of the distressed ash veneer of the shelving and handscraped weathered tops.",Millwood Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5099-15__1-750x500.jpg,5099-15
"A continuous metal frame comprises the support system in the rustic Daria Collection. Each piece features wood shelving, with hints of grey within the finish, lending distinct character. Bookcase is offered in two widths, 26-inch and 40- inch wide, for the perfect placement in your home.",with 3224N-30 Cocktail Table Daria Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3224N-05__1__3224N-05_with_____3224N-30_Cocktail_Table-750x500.jpg,3224N-05
"Lending functionality and style to your traditional workspace is the Maule Collection. The Serpentine legs rise from the structured base to support the desk surface, while the 3 drawers serve to store your necessary workday materials. Bead molding with light gold tipping highlights the traditional cherry finish of the collection.",Maule Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/3501-15__1-750x500.jpg,3501-15
Mid-Century modern design is utilized to create a minimalistic look in the Lavi Collection. Functional drawers are mounted below the desktop for easy access while the tapered legs are reinforced by metal horizontal supports.,Lavi Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4519-15__1-333x500.jpg,4519-15
"At home in a dorm, bedroom or modestly scaled office space, the Madigan Collection blends functional space with industrial style. Dark metal framing supports the vinyl-wrap desk top and shelves providing subtle contrast for maximum style effect. A coordinating desk chair accompanies and features a bi-cast vinyl seat that is supported by metal framing.",Madigan Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4514-15__1-333x500.jpg,4514-15
"With a scale appropriate for any number of smaller home office spaces, dorms or bedrooms, the Tempe Collection will provide the look and style you want in your home. The transitional feel of the group comes from the richly hued faux marble desk top and the minimalistic design of the accompanying dark brown bi-cast vinyl desk chair.",Tempe Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/2601-15__1-333x500.jpg,2601-15
"Providing the work space that you require, the Daily Collection is a functional and welcome addition to your everyday life. Offered in black or white, the desk is designed to be at home in a number of room decors, as well as being perfectly scaled for apartments, dorms, home offices and youth settings. Open display shelving along with the desktop provides the right amount of space for your productivity to rise.",Daily Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4694WT-15__11-750x500.jpg,4694WT-15
"Providing the work space that you require, the Daily Collection is a functional and welcome addition to your everyday life. Offered in black or white, the desk is designed to be at home in a number of room decors, as well as being perfectly scaled for apartments, dorms, home offices and youth settings. Open display shelving along with the desktop provides the right amount of space for your productivity to rise.",Daily Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4694BK-15__11-750x500.jpg,4694BK-15
Heavy industrial styling is referenced in the design of the Themis Collection. Metal banding with rivet accenting creates stark contrast with the weathered faux-wood veneered top of this writing desk. Functional wheels provide support and interesting detail to the unit while allowing for flexible placement in the environment.,Themis Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/3568-15__11-333x500.jpg,3568-15
"Modern industrial styling is perfectly achieved in the Rumi Collection. This writing desk provides functional task space for completing your projects. A light burnishing is utilized to enhance the look of the wood grain, with dark metal framing serving as a complement. Rivet detailing on the corners of each metal frame further lends to the industrial look of the collection.",Rumi Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5264-15__11-333x500.jpg,5264-15
 ,Daria Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3224N-17__1-333x500.jpg,3224N-17
 ,Daria Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3224N-16__1-333x500.jpg,3224N-16
Blending the look of vintage industrial with modern design is the Factory Collection. Burnished rustic wood planks make up the desk top and features wrought iron style metal framing that supports both the top and the wooden display shelves. The continuous finished design makes this unit flexible for placement as a freestanding piece. Matching bookcase and occasional tables are also available.,Factory Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/3228-15__1-750x500.jpg,3228-15
Blending the look of vintage industrial with modern design is the Factory Collection. Burnished rustic solid wood planks make up the shelves and features wrought iron style metal framing. The continuous finished design makes this unit flexible for placement as a freestanding piece. Matching desk and occasional tables are also available.,Factory Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/3228-12__1-333x500.jpg,3228-12
"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",Scottsdale Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5310BK
"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",Scottsdale Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5310C
"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",Scottsdale Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5310W
"The elements of Craftsman styling of industrial design and natural wood tones are blended to achieve the unique look of the Santos Collection. The Craftsman design is enhanced by distressing its solid rubberwood construction, which is covered in a natural brown finish highlighting the wood grain texture finish. Open media storage and drawer storage enhance the function of the 47- inch, 58-inch, and 68-inch entertainment consoles. Staple accenting on the tableâs edge hints at a rough-hewn industrial look that has been softened for your living room.",Santos Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/8079-T48__1-750x500.jpg,8079-T48
"Asymmetrically patterned for the most modern homes, light finished metal framing provides complimenting accent to the wood veneer of the Xaria Collection. Modern design is achieved in each piece with open-concept off-set display and clean lines.",Xaria Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4617-05__1-750x500.jpg,4617-05
"Providing extra seating in your casual dining space, the Yara is a modern take on the classic barstool. Intersecting circles stack one upon the other to create eye-catching style and serve as the base to support the gray fabric seat. The accent barstools are offered in 19.5-inch and 28-inch heights to meet the requirements for your space.",Yara Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4508-PH-333x500.jpg,4508-PH
"From the boudoir to the parlor, the Recife Collection adds a touch of glamour anywhere it goes. This fully upholstered accent ottoman is offered in the chic hues of indigo, beige, and dark grey â all featuring nail head accent that trims the profile of the seat base and X-leg supports.",4690-F3 4690-F4 Recife Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4690-F__1__4690-F2_____4690-F3_4690-F41-750x500.jpg,4690-F2
"With a look that blends the transitional design element of wood and accenting that lends to a modern traditional aesthetic, the Millwood Collection will help to create the ambiance that you are looking to achieve in your entertainment room. The decorative metal base and framing of the collection provide an industrial feel, lending to the casual contrast of the distressed ash veneer of the shelving and entertainment unitâs top.",with Bookshelf Millwood Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/50990-T__1__50990-T_____with_Bookshelf1-750x500.jpg,50990-T
