description,name,image,number
"Comfort is the name of the game in the Bastrop Collection. The collection is offered in several configurations â traditional sofa, love seat and chair, and sectional â for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings â black or brown leather gel match â feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",Bastrop Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8230BRW-2L__1-750x500.jpg,8230BRW-2L
"Comfort is the name of the game in the Bastrop Collection. The collection is offered in several configurations â traditional sofa, love seat and chair, and sectional â for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings â black or brown leather gel match â feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",Bastrop Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8230BRW-3__1-750x500.jpg,8230BRW-3
"Comfort is the name of the game in the Bastrop Collection. The collection is offered in several configurations â traditional sofa, love seat and chair, and sectional â for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings â black or brown leather gel match â feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",Bastrop Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8230BLK-2L__11-750x500.jpg,8230BLK-2L
"Comfort is the name of the game in the Bastrop Collection. The collection is offered in several configurations â traditional sofa, love seat and chair, and sectional â for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings â black or brown leather gel match â feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",Bastrop Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8230BLK-3__1-750x500.jpg,8230BLK-3
"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors â gray, red and dark brown.",Pecos Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8480RED-2LCN__1-750x500.jpg,8480RED-2LCN
"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors â gray, red and dark brown.",Pecos Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8480GRY-2LCN__1-750x500.jpg,8480GRY-2LCN
"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors â gray, red and dark brown.",Pecos Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8480BRW-2LCN__1-750x500.jpg,8480BRW-2LCN
"There is no mistaking the Olympia Collection for anything but a bold study on contemporary design. Sleek lines extend with the push of a button on taking you from a seated to prone position with amazing ease, with the sectional book-ended by right and left chaise options or USB port enhanced end power one-arm recliner. The raisin tone top grain leather covers the seats, top part of the arms and front part of the backs, while leather match covers those areas beyond your initial reach. White contrast stitching further accents the design. The collection is available in several different configurations to choose from to complete your seating arrangement.",Olympia Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8308__1-750x500.jpg,8308
Providing ample seating for your friends and family is the Laertes Collection. Taupe gray top grain leather provides a gentle touch while darker tone fabric lends stark contrast. The power reclining mechanism bring you to your desired position with a touch of the button. The collection is available in several different configurations to choose from to complete your seating arrangement.,Laertes Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8318-3PW__11-750x500.jpg,8318-3PW
"Not every home is created the same and the unique design of the Phelps Collection allows for maximum flexibility with its reversible chaise. With the chocolate microfiber covering, refined track arm, and comfortable seating, the collectionâs style is compatible in a number of settings. The matching ottoman provides addtional comfort and function to your living area.",Phelps Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/9789CF-3LC__1-750x500.jpg,9789CF-3LC
"Transitionally styled for your home is the Alamosa Collection. Unfettered design allows for placement in a number of casual living room settings. It allows the movement of an armless chair, within the configuration, to extend the left or right side to fit your space. Covered in brown chenille, the feather down blend seats and backs are supported by eight-way hand tied construction. The collection also features contrast diamond patterned toss pillows and coordinating ottoman.",Alamosa Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8335__1-750x500.jpg,8335
"Configurable to fit your lifestyle, the Metz Collection is a unique take on contemporary styling. With a stance that can take the shape of a sectional in one moment by adding the one-arm love seat as a chaise the next, flexibility reigns in your space. An armless chair allows you to extend the sectional by dividing the available left side two-seater and right side chaise, or use as a separate seat. A wide ottoman provides space to kick up your heels, allow for extra seating, or when aligned together with the sectional, you can create one large sleeping area. Offered in graphite fabric cover.",Metz Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8303-AC__1-750x500.jpg,8303-AC
"Classic contemporary framing is accented by tufted end panels in the Azure Collection. Featuring no sag seat construction with feather and polyester blend seat, and back cushions. An off-white AireHyde â type of breathable faux leather â covering and chocolate pillow back cushions with contrast white edging welt further lend to the contemporary look.",Azure Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8478-3__11-750x500.jpg,8478-3
Slightly flared arms give way to the clean lines of the Ouray Collection creating a modern traditional look for your casual living room. Pebble textured velvet feels smooth against your hand as you sink into the supporting plush contrast scatter back pillows. Dark brown contrast welting provides additional focal interest.,Ouray Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8323-3__1-750x500.jpg,8323-3
Mid-Century modern Danish styling serves as the driving design inspiration in the Anke Collection. Offered in two colors â light or dark grey â each serves as a distinct contrast to the light ash or walnut finished legs. Button tufting provides focal interest as subtly curved low-profile arms give way to the slightly splayed back.,Anke Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8312DG-3__1-750x500.jpg,8312DG-3
Mid-Century modern Danish styling serves as the driving design inspiration in the Anke Collection. Offered in two colors â light or dark grey â each serves as a distinct contrast to the light ash or walnut finished legs. Button tufting provides focal interest as subtly curved low-profile arms give way to the slightly splayed back.,Anke Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8312-3__1-750x500.jpg,8312-3
"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or grey herringbone pattern to complement the teal, beige and grey seating body covers. Natural tone finished legs support the frame while tailored stitch tufting lends further accent to this thoroughly modern collection.",Deryn Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8327TL-3__1-750x500.jpg,8327TL-3
"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or grey herringbone pattern to complement the teal, beige and grey seating body covers. Natural tone finished legs support the frame while tailored stitch tufting lends further accent to this thoroughly modern collection.",Deryn Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8327BE-3__1-750x500.jpg,8327BE-3
"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or grey herringbone pattern to complement the teal, beige and grey seating body covers. Natural tone finished legs support the frame while tailored stitch tufting lends further accent to this thoroughly modern collection.",Deryn Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8327GY-3__1-750x500.jpg,8327GY-3
Sophisticated modern traditional styling creates the look of the Pagosa Collection. The dark grey fabric covering serves as a distinct contrast to the high-polish double nail head trim that accents the contoured arms of each piece in the collection.,Pagosa Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8328-3__1-750x500.jpg,8328-3
"Wide arm contemporary framing is accented with bold nail heads in the Gowan Collection. Eight-way hand-tied seat construction provides support for the feather and polyester blend seating. Offered in beige and brown chenille, the neutral tone bodies are complemented by the contrasting geometric floral pattern toss pillows and nail head accented ottoman.",Gowan Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8477-3__1-750x500.jpg,8477-3
"Wide arm contemporary framing is accented with bold nail heads in the Gowan Collection. Eight-way hand-tied seat construction provides support for the feather and polyester blend seating. Offered in beige and brown chenille, the neutral tone bodies are complemented by the contrasting geometric floral pattern toss pillows and nail head accented ottoman.",Gowan Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8477NF-3__1-750x426.jpg,8477NF-3
"Refined for placement in the most traditional of homes, yet inviting enough for more casual settings, the Radley Collection will be a statement to your preference for classic style. Tufted seat backs serve as the initial focal point of the collection, turned legs and contoured arms solidifying the modern traditional look. The geometric pattern coordinating contrast toss pillows and ottoman create a delicate balance with the solid beige covering of the seating.",Radley Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8324-3__1-750x500.jpg,8324-3
Graceful curves are elegantly appointed in the St. Claire Collection. Delicate herringbone style fabric presents as the initial look into the traditional style of this seating group with prevalent button-tufted accenting that is hard to overlook. The rolled arms and bowed seatbacks present an air of femininity while lending curvaceous inspiration to the traditional chaise lounge. Cherry finished turn legs provide support and complement the brown tone of the fabric.,St. Claire Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8469-3__11-750x500.jpg,8469-3
"The Ashden Collection is a modified camel back style with a show wood base rail featured in a driftwood finish. A subtly elegant shimmer tone on tone fabric covers the seating collection while neutral hued patterned fabric provides distinct accent to the toss pillows. The series 8313 Ashden Seating Collection complements the Homelegance series 1918 Ashden Bedroom, Dining, and Occasional Collections.",Ashden Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8313-3__1-750x500.jpg,8313-3
"With styling that exemplifies traditional design, the Bonaventure Park Collection exudes sophistication and refined elegance. Cabriole legs support the rolled arm show wood frame, while egg and dart molding, along with acanthus leaf motif lend to the base and top rail of each piece in the collection. Providing contrast to the gold-highlighted cherry finish of the frame is the brown tone chenille fabric. Complimenting contrast pillows feature three traditional patterns with each featuring accenting appropriate to their style such as faux leather piping or looped fringe. Pleated tufting is anchored by button accent providing classic prominent detail to this elegant seating collection.",Bonaventure Park Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/19359-3__1-750x500.jpg,19359-3
"The classic transitional styling of the Jarita Collection creates a look that is perfect for your casual living space. Offered in black or brown bi-cast vinyl, each piece in the collection offers plush seats, backs and arms. With the pull of the manual reclining mechanism, you are taken from a seated to prone position in an easy motion.",Jarita Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8329BRW-3__1-750x500.jpg,8329BRW-3
"The classic transitional styling of the Jarita Collection creates a look that is perfect for your casual living space. Offered in black or brown bi-cast vinyl, each piece in the collection offers plush seats, backs and arms. With the pull of the manual reclining mechanism, you are taken from a seated to prone position in an easy motion.",Jarita Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8329BLK-3__1-750x500.jpg,8329BLK-3
"Designed for the ultimate relaxation, the Wasola Collection provides plush seating and unique features to satisfy your comfort needs. The center seat of the sofa reclines along with the two end seats, a function that equalizes the race for a relaxed position. Dual reclining seats of the love seat flank the functional center consoleâs lift top storage and cup holders. A glider reclining chair completes the seating offering. The Wasola Collection is offered in brown 100% polyester fabric or dark brown leather gel match.",Wasola Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8414DBR-3__1-750x500.jpg,8414DBR-3
"At home in transitional to contemporary settings, the Oriole will be a welcome addition to your living room. The black AireHyde match cover is utilized for comfort and durability. Ample seating creates a plush platform for your relaxation, with each piece in the collection offering unique functionality. The dual reclining sofa features a drop-down center seatback that opens to reveal a table top and cup holders. Glider reclining mechanisms provide additional comfort on the love seat with center console unit. The Chair completes the seating collection with swivel and glider reclining function.",Oriole Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8334BLK-3__1-750x500.jpg,8334BLK-3
"With a configuration options that allow for placement that is perfect for your contemporary home, the Keamey Collection will be a welcome addition to your spacious living room. Ample seating is covered in dark grey fabric, with light grey contrast welt, resulting in a pleasurable seating experience. Bookending this substantially sized seating group are the left or right end units that are offered as reclining chair or push back chaise. Armless chair, console unit, corner seat and armless reclining chair make up the middle part of this sectional offering.",Keamey Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8336__1-750x500.jpg,8336
"With a configuration options that allow for placement that is perfect for your space, the Columbus Collection will be a welcome addition to your living room. Ample seating is covered in either cobblestone fabric or dark brown breathable faux leather resulting in a pleasurable seating experience. Bookending this substantially sized seating group are the left or right end units that are offered as reclining chair or push back chaise. Armless chair, console unit, corner seat, and armless reclining chair make up the middle part of this sectional offering.",Columbus Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8490__1-750x462.jpg,8490
Â ,Laertes Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8318-5430-30-750x500.jpg,8318-AC
"From the boudoir to the parlor, the Recife Collection adds a touch of glamour anywhere it goes. This fully upholstered accent ottoman is offered in the chic hues of indigo, beige, and dark grey â all featuring nail head accent that trims the profile of the seat base and X-leg supports.",4690-F3 4690-F4 Recife Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4690-F__1__4690-F2_____4690-F3_4690-F41-750x500.jpg,4690-F2
"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors â gray, red and dark brown.",Pecos Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8480BRW-3__1-750x448.jpg,8480BRW-3
"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Available in manual or power reclining mechanism to provide the user with a smooth transition from seated to reclined position. The leather gel match covered collection is offered in three stylish colors â grey, red, and dark brown.",Pecos Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8480RED-3__1-750x500.jpg,8480RED-3
"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly. The leather gel match covered collection is offered in three stylish colors â gray, red and dark brown.",Pecos Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8480GRY-3__1-750x500.jpg,8480GRY-3
"Transforming before your eyes is the Madoc Collection. Starting with plush seating and back for your comfort, armrests open to reveal storage space while the center headrest of the sofa rises to illuminate the drop down back of the center seat, cup holders further the use of this table-like platform. Contoured for your comfort and covered in black leather gel match, the multi-functional contemporary design is furthered by touch button reclining and power headrest adjustment.",Madoc Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8444BLK-3PW__1-750x500.jpg,8444BLK-3PW
"Designed to be the comfortable spot that you nestle into after a long day, the Greeley Collection will be a welcome addition to your homeâs living room. Plush seating and backs extend from seated to prone with a pull of the manual reclining mechanism on each piece in the collection â dual reclining sofa, love seat and chair. The top and front bodies of each piece in the collection is covered in black or brown top grain leather, with leather match covering those areas beyond your initial reach.",Greeley Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8325BLK-3__1-750x500.jpg,8325BLK-3
"Designed to be the comfortable spot that you nestle into after a long day, the Greeley Collection will be a welcome addition to your homeâs living room. Plush seating and backs extend from seated to prone with a pull of the manual reclining mechanism on each piece in the collection â dual reclining sofa, love seat and chair. The top and front bodies of each piece in the collection is covered in black or brown top grain leather, with leather match covering those areas beyond your initial reach.",Greeley Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8325BRW-3__1-750x500.jpg,8325BRW-3
"Contoured for your ultimate comfort and designed for placement in homes with transitional or contemporary style, the Pendu Collection will provide the relaxing platform you need for your downtime. Plush seating and backs extend from seated to prone with a pull of the manual reclining mechanism on each piece in the collection â dual reclining sofa, love seat and chair. The top and front bodies of each piece in the collection is covered in black or brown top grain leather, with leather match covering those areas beyond your initial reach.",Pendu Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8326BLK-3__1-750x500.jpg,8326BLK-3
"Contoured for your ultimate comfort and designed for placement in homes with transitional or contemporary style, the Pendu Collection will provide the relaxing platform you need for your downtime. Plush seating and backs extend from seated to prone with a pull of the manual reclining mechanism on each piece in the collection â dual reclining sofa, love seat and chair. The top and front bodies of each piece in the collection is covered in black or brown top grain leather, with leather match covering those areas beyond your initial reach.",Pendu Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8326BRW-3__1-750x500.jpg,8326BRW-3
Occasional: 4087 Berlin Collection,Olympia Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8308-3PW__1-750x500.jpg,8308-3PW
"Providing a bold contemporary look for the modern living space, the Vortex Collection creates the perfect platform for relaxation. With the press of a button, the end seats on the sofa, love seat, and chair recline to a prone position. The adjustable headrests provide additional comfort for the user. A low profile seating combined with light grey leather match and stainless steel feet result in the ultra-modern feel of the collection.",Vortex Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8300-3PW__1-750x500.jpg,8300-3PW
"With base design elements that touch retro styling, the Rubin Collection is a perfect option for your modern home. With multiple covering options to suit your personal needs and style, the collection allows for versatile placement in a number of living room decor themes. Options include - light brown or chocolate textured plush microfiber; Black, dark brown or taupe bonded leather match; Fabric medallion print accent chair that provides a pop of color via purple, gold and green tones.",Rubin Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9734TP-3__1-750x500.jpg,9734TP-3
"With base design elements that touch retro styling, the Rubin Collection is a perfect option for your modern home. With multiple covering options to suit your personal needs and style, the collection allows for versatile placement in a number of living room decor themes. Options include - light brown or chocolate textured plush microfiber; Black, dark brown or taupe bonded leather match; Fabric medallion print accent chair that provides a pop of color via purple, gold and green tones.",Rubin Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9734DB-3__1-750x500.jpg,9734DB-3
"With base design elements that touch retro styling, the Rubin Collection is a perfect option for your modern home. With multiple covering options to suit your personal needs and style, the collection allows for versatile placement in a number of living room decor themes. Options include - light brown or chocolate textured plush microfiber; Black, dark brown or taupe bonded leather match; Fabric medallion print accent chair that provides a pop of color via purple, gold and green tones.",Rubin Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9734BK-3__1-750x500.jpg,9734BK-3
"The reclining Cranley Collection utilizes a release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Offered in three coverings â black bonded leather match, brown bonded leather match or chocolate textured plush microfiber with dark brown bi-cast vinyl. Corner wedge is available to transform this versatile seating collection into a luxurious sectional. The collection is also available in power reclining mechanism.",Cranley Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9700FCP-3PW__1-750x500.jpg,9700FCP
"The reclining Cranley Collection utilizes a release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Offered in three coverings â black bonded leather match, brown bonded leather match or chocolate textured plush microfiber with dark brown bi-cast vinyl. Corner wedge is available to transform this versatile seating collection into a luxurious sectional. The collection is also available in power reclining mechanism.",Cranley Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9700BRW-3PW__1-750x500.jpg,9700BRW-3PW
"The reclining Cranley Collection utilizes a release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Offered in three coverings â black bonded leather match, brown bonded leather match or chocolate textured plush microfiber with dark brown bi-cast vinyl. Corner wedge is available to transform this versatile seating collection into a luxurious sectional. The collection is also available in power reclining mechanism.",Cranley Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9700BLK-3PW__2-750x500.jpg,9700BLK-3PW
"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. Offered in bonded leather match, the covering comes in either dark brown or black. With traditional nailhead accent lending an elegant statement to each piece and the easy recline mechanisms adding to the comfort, the lovely Center Hill Collection will provide your friends and family a warm environment to spend their quality moment. The collection is also available in power reclining mechanism.",Center Hill Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9668BRW-3PW__1-750x500.jpg,9668BRW-3PW
"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. Offered in bonded leather match, the covering comes in either dark brown or black. With traditional nailhead accent lending an elegant statement to each piece and the easy recline mechanisms adding to the comfort, the lovely Center Hill Collection will provide your friends and family a warm environment to spend their quality moment. The collection is also available in power reclining mechanism.",Center Hill Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9668BLK-3PW__1-750x500.jpg,9668BLK-3PW
"Adaptable to be at home in a number of traditional or transitional settings, the Hume Collection provides a stylish look to your living room. Featuring the classic styles of an elevated foot and rolled arms, the Hume Collection will provide you with a comfortable and versatile platform to showcase your decorative taste. The collection is offered in dark brown bonded leather match.",Hume Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8579DB-3__1-750x500.jpg,8579DB-3
"With a design that is driven by trend and style, the classic look of the Savonburg Collection blends with a number of modern and traditional settings. This Chesterfield style seating group is offered in neutral tone fabric and features button tufting and a heavily rolled arm that transitions to encompass the entire back of each piece in the collection. The substantial size of this offering allows for maximum comfort that is enhanced by the accompanying toss pillows. Offered in both sectional and traditional seating styles.",Savonburg Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8427-3__1-750x500.jpg,8427-3
"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in 4 trend-driven colors â teal, grey, yellow and beige â your choice of fabric will allow for your decorative personality to shine.",Adair Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8413YW-3__1-750x500.jpg,8413YW-3
"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in 4 trend-driven colors â teal, grey, yellow and beige â your choice of fabric will allow for your decorative personality to shine.",Adair Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8413TL-3__1-750x500.jpg,8413TL-3
"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in 4 trend-driven colors â teal, grey, yellow and beige â your choice of fabric will allow for your decorative personality to shine.",Adair Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8413GY-3__1-750x500.jpg,8413GY-3
"The Adair Collection offers a classic look to your stylish home. Classic lines form the profile of this versatile look. Offered in 4 trend-driven colors â teal, grey, yellow and beige â your choice of fabric will allow for your decorative personality to shine.",Adair Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8413BE-3__1-750x500.jpg,8413BE-3
"The elaborate designs of Old World Europe are treated with a distinct modern touch in the Fiorella Collection. The eye-catching jewel tufting reflects with a brilliance intended to accentuate the dusky taupe coloring of the faux silk and the rich silver, with gold undertone finish of the show wood frame. With details such as shell and acanthus leaf scrolling, routed pilaster and cabriole legs, the traditional look of the collection is solidified. The accenting faux silk toss pillows feature traditional fringe detailing and a complementing detail pattern.",Fiorella Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8412-3__1-750x500.jpg,8412-3
"Configurable to your space and personal needs, the Palmyra Collection will serve as a functional, stylish and comfortable platform for your ultimate downtime. The right and left love seats are available with or without a functional console â featuring cup holders and lift top storage. The center wedge unit is available as either a plush seat or a wood table that features receptacles and USB ports. The Palmyra Collection is offered in dark brown bonded leather match. Eight seating configurations are available to meet the needs of your space.",Palmyra Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8411__5-750x500.jpg,8411
"Blending elements of traditional and transitional styling creates the look of the Corvallis Collection. Rolled arms feature traditional nail head accent that lend to the classic look. Plush reversible seating combined with the rustic look of bomber jacket microfiber lends a distinctly masculine appeal to the design. Newly offered with a functional pull-out sleeper system, your living room will now allow for the extra sleep space needed when you have the occasional guest in town, or maybe when you want to get extra comfortable as you watch a movie. Timeless in its look, the Corvallis Collection will be a stylish and functional addition to your home.",Corvallis Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8405BJ-3__1-750x500.jpg,8405BJ-3
"Uniquely appointed for ultimate relaxation, the Cassville Collection will provide your living room with a comfortable place to spend your downtime. Dark brown bi-cast vinyl covers the plush seating of this motion seating group. The sofa features a unique drop down back center console and dual reclining ends. The accompanying chair completes the arrangement with a reclining mechanism.",Cassville Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8403-3__1-750x500.jpg,8403-3
"Delicate carvings and a woven rattan back grace the show wood frame in the Parlier Collection. The enhanced texture of the wood grain is highlighted by a grey weathered finish, while a natural color fabric covers the plush feather down seating in this elegant offering. The coordinating ottoman allows for the achievement of ultimate relaxation.",Parlier Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1234-1
"Thoroughly modern, the Ramsey Collection features a hint of retro styling blended with a trendy grey cover that will show off your personal style. Coordinating stitching segments each cushion creating a center focal point that draws your eyes. Track style arms further lend to the classic look of the Ramsey Collection.",Ramsey Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8518__1-750x500.jpg,8518
"Designed with numerous room decors in mind, the transitional Talon Collection will be the perfect option for your living room. This stationary group features amply stuffed seating and a bonded leather match covering that is offered in either taupe or black.",Talon Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8511TP__1-750x500.jpg,8511TP
"Designed with numerous room decors in mind, the transitional Talon Collection will be the perfect option for your living room. This stationary group features amply stuffed seating and a bonded leather match covering that is offered in either taupe or black.",Talon Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8511BK__1-750x500.jpg,8511BK
"Creating a look that meets your needs for relaxation and entertaining is the Darby Collection. Covered in neutral fabric, this versatile sofa offers a clean contemporary look for your modern home. Weighted wedge seatbacks, along with coordinating toss pillows â featured in a primary color chevron pattern- can be configured to offer not only support, but provide customized seating as well. Configurations can include, but are not limited to: sofa, chaise or twin bed. Let your imagination runs wild with the Darby Collection.",Darby Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8507BE__1-750x500.jpg,8507BE
"With plenty of room for your family and friends to get comfortable, the multifunctional Hankins Collection will be a welcome addition to your living room. The chocolate textured plush microfiber and dark brown bi-cast vinyl are the perfect complement to your transitional decorative style. Generously stuffed for your comfort and well-appointed for your convenience, this seating collection features an end reclining unit and chaise, as well as a console with cup holders and lift-up storage.",Hankins Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/9669FCP__1-750x500.jpg,9669FCP
"With a design style that is flexible for placement in number of living environments, the Ackerman will be a welcome addition to your home. Dual reclining ends are featured on the sofa and love seat for maximum comfort. That comfort extends to the matching reclining chair. The bonded leather match collection is offered in either grey or black.",Ackerman Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/8500BLK__1-750x500.jpg,8500BLK
