description,name,image,number
Traditional country styling lends to the two-toned classic look of the Blossomwood Collection. The cherry-finished round tabletop is supported by the black-finished turned leg pedestal base and is flanked by neutral tone fabric or dark brown bi-cast vinyl covered chairs with nail head accent. The Blossomwood Collection will be a classic addition to your casual traditional dining room.,with 5404S Blossomwood Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5404-54__2__5404-54_____with_5404S1-750x500.jpg,5404
"From every angle, the modern traditional design of the Benwick Collection shines through. Offered with two table options â a classic turned-leg table and a display base counter height table. Each table is flanked by elegantly designed fabric covered chairs that are supported by turned dark cherry legs. Nail head accenting furthers the chairâs modern traditional styling. The accompanying server features ample behind door storage, wine bottle rack, and brushed nickel knob hardware. Birch veneer is used throughout the collection and is enhanced by a dark cherry finish.",Benwick Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5425-36__1-750x500.jpg,5425
"From every angle, the modern traditional design of the Benwick Collection shines through. Offered with two table options â a classic turned-leg table and a display base counter height table. Each table is flanked by elegantly designed fabric covered chairs that are supported by turned dark cherry legs. Nail head accenting furthers the chairâs modern traditional styling. The accompanying server features ample behind door storage, wine bottle rack, and brushed nickel knob hardware. Birch veneer is used throughout the collection and is enhanced by a dark cherry finish.",Benwick Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5425-90__11-750x500.jpg,5425
"Refined elegance is exemplified in the design of the Marston Collection. With three available table options, there is a perfect match for your home â A double pedestal base rises to support the clipped-corner rectangular tabletop of the 96-inch table, the oval topped pedestal table, and the counter height display base table, each are each flanked by chairs that feature turned front legs and nail head accent, along with a neutral tone fabric that covers the seats and backs. In support of the collection are the functional china and server. Featuring drawer and door storage, each with oval bale pull and knob hardware, you can be assured of plentiful space in which to stow or display your tabletop dÃ©cor. The server also features a black melamine laminated top.",Marston Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/2615DC-36__11-750x500.jpg,2615DC
"Refined elegance is exemplified in the design of the Marston Collection. With three available table options, there is a perfect match for your home â A double pedestal base rises to support the clipped-corner rectangular tabletop of the 96-inch table, the oval topped pedestal table, and the counter height display base table, each are each flanked by chairs that feature turned front legs and nail head accent, along with a neutral tone fabric that covers the seats and backs. In support of the collection are the functional china and server. Featuring drawer and door storage, each with oval bale pull and knob hardware, you can be assured of plentiful space in which to stow or display your tabletop dÃ©cor. The server also features a black melamine laminated top.",Marston Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/2615DC-72__11-750x500.jpg,2615DC
Elegantly designed for the traditional dining room is the Lordsburg Collection. Supported by the double pedestal base is the tableâs top where the magnificent parquet veneer is highlighted by the brown cherry finish that covers the collection. Heavily carved molding provides distinct accent to the tableâs top while dark brown faux leather covers the seats and backs of the coordinating wood-framed chairs. The accompanying hutch and buffet provide ample storage space for your tabletop accessories.,Lordsburg Collection ,https://www.homelegance.com/wp-content/uploads/2016/09/5473-103__2-750x500.jpg,5473
The Dryden Collection will provide a classic look for your traditional casual dining space. The metal table base consists of turned legs that rise to support the decorative apron and faux marble table top. Metal framed chairs are backed by decorative scrollwork and feature black bi-cast vinyl seats. This unique offering will be the perfect addition to your modest dining space.,Dryden Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5268-48__1-750x500.jpg,5268
"Subtle influence for the design of the Delavan Collection is drawn from the classic look of Art Deco styling. The flared pedestal table base ascends to support the book-matched veneer tabletop. Oval wood-backed chairs feature a complementary radiant veneer pattern and neutral toned padded seats and backs. The rich brown cherry finish serves to highlight the exquisite look of the collectionâs wood veneer. The collection is shown with the china and server of Keegan Collection. The china cabinet, which stands at attention, not only functioning as a storage facility for all of your tabletopâs finest, but also as the grand centerpiece of this stylish dining offering. For additional storage, or for smaller spaces, the server features wine storage and unique mirror accent that adds a small height to the standard server. Storage features prominently on both pieces.",with 2546-40 Server Delavan Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5251-108__1__5251-108_____with_2546-40_Server-750x500.jpg,5251
"Transitional design combined with the trend forward look of industrial styling creates the look for the Urbana Collection. Turnbuckle accents paired with faux rivets lend to the design of the table and accompanying server. A burnished finish is utilized to highlight the wood grain veneer. The wood-framed metal X-backed chairs feature dark brown bi-cast vinyl seats and backs. In addition to the traditional chairs, an optional bench is also available as a unique seating option. The server features drawer and door fronted storage along with wine rick and stationary leg supports that mimic industrial cart wheels.",Urbana Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5179-90__1-750x500.jpg,5179
Blending the visual impact of marble with the hyper-stylized look of metalwork is the Watt Collection. An intricately designed chrome finished metal base rises to support the faux marble look of the table top while continuous frame chairs â offered in dark grey or camel brown fabric with contrast stitching â further lend to the contemporary feel of this casual dining collection.,with 5178BRS Side Chair Watt Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5178-60__1__5178-60_____with_5178BRS_Side_Chair-750x500.jpg,5178
"Leaning towards the styles of industrial, contemporary and transitional, the Beaugrand Collection will be an appropriate choice for a number of dining room decors. Offered in two table styles â round or rectangular â both options of the dining collection feature decorative stainless steel apron trim banding and modified X-base. The coordinating sling-back chair is upholstered in neutral grey fabric with brown tone, accenting by nailheads.",Beaugrand Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5177-84__1-750x500.jpg,5177
"Leaning towards the styles of industrial, contemporary and transitional, the Beaugrand Collection will be an appropriate choice for a number of dining room decors. Offered in two table styles â round or rectangular â both options of the dining collection feature decorative stainless steel apron trim banding and modified X-base. The coordinating sling-back chair is upholstered in neutral grey fabric with brown tone, accenting by nailheads.",Beaugrand Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5177-54__1-750x500.jpg,5177
"Blending the look of country style with the popular modern industrial aesthetic, the Yates Collection manages to achieve a look that is unique unto itself. The turned legs of the trestle base rise to support the burnished dark oak table top. Neutral fabric covered chairs feature wood support legs â with a unique turned block look â and nailhead accent. The accompanying chinaâs mirrored back, display shelving, light feature, lower door storage, and drawer storage provide ample room to show off your table top accessories. The look of turned pilasters and framed panel doors further lend to the stylish collection.",Yates Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5167-96__1-750x500.jpg,5167
The faux marble top of the contemporary Rancho Portola Collection will serve as the focal point of your casual dining room. The metal X-frame base creates a unique design feature while supporting the table top. The black bi-cast vinyl chairs perch on metal legs and feature contrast stitching for the ultimate in contemporary styling.,Rancho Portola Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5155__1-750x500.jpg,5155
"Traditional elements of wood and metal blend to create the casual look of the Loyalton Collection. Forged of metal, the double-X patterns flow from chair back to table apron, while the traditional look of the tableâs turned legs is given a modern update. Wood is utilized for the tables routed top, chair seats and chair backs. The collection is offered in two distinct styles to fit your needs â 48 inches fixed rectangular top and 40 inches square counter height top.",Loyalton Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5149-48__1-750x500.jpg,5149
"Traditional elements of wood and metal blend to create the casual look of the Loyalton Collection. Forged of metal, the double-X patterns flow from chair back to table apron, while the traditional look of the tableâs turned legs is given a modern update. Wood is utilized for the tables routed top, chair seats and chair backs. The collection is offered in two distinct styles to fit your needs â 48 inches fixed rectangular top and 40 inches square counter height top.",Loyalton Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5149-36__1-750x500.jpg,5149
Classic country styling is achieved with the two-tone look of the Isleton Collection. The classic combination of black and cherry finish is utilized to emphasize the wood veneer of the table top and distinct shape of the turned legs of the table and chairs. The chair backs feature a double X-pattern and brown bomber jacket fabric seats. Blending each of these elements creates a classic look that will be right at home in your casual dining room.,Isleton Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5147BK-78__1-750x500.jpg,5147BK
"Classic styling coupled with a sophisticated country aesthetic creates a beautiful look for your home in the Azalea Collection. The book match veneer of the table top is highlighted by utilizing a natural finish, while the antique white of the table base, chairs and server helps capture the natural contours of the wood grain. The scalloped chair rail tops the intricate pattern that is woven to create the distinct design of the chair backs, which carries over to the glass-backed door fronts of the server. The serverâs door and drawer storage provide space to store table top accessories while the wine rack lends additional functionality.",Azalea Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5145W-78__1-750x500.jpg,5145W
"Rusticated country styling blends effortlessly into your home with the Hollyhock Collection. The distressed white finish not only serves as a bold color for your dining room, it also elegantly highlights the natural wood finish of the table top. The combination of white wood and dark metal forming the knob hardware of the china, presents a focal contrast to this functional piece. Drawer and door storage provide ample storage and display space for your table top accessories. The traditional look of the chairs â slat backs and finial topped â further lends to the country styling of this classic dining collection.",Hollyhock Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5123-96__1-750x500.jpg,5123
"Designed for your sophisticated dining space, the Aubriella Collection will add the elegant modern touch that you desire. The clipped corner pedestal base rises to support the rectangular table top. Wood sling back chairs feature a neutral tone fabric seat and delicately splayed support legs, furthering the modern classic look of the collection. The coordinating server feature drawers and door storages for ease of placement for your table top accessories.",Aubriella Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5115-92__1-750x500.jpg,5115
"With traditional touches that blend elegantly with the casual look of the Mill Valley Collection, your dining room will be a warm and inviting space to share meals with your friends and family. The weathered wash finish of this dining offering has hints of grey and white alluding to a rusticated lifestyle. Neutral tone padded fabric chairs feature nailhead accent and wood leg support. The coordinating server features drawers, door and wine storage for the ultimate convenience.",Mill valley Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5108-84__1-750x500.jpg,5108
"At home in a number of decorative styles, the Luella Collection will be the perfect match for your living space. Zinc table top is supported by X-frame bases in this casual dining offering. The table is flanked by coordinating chairs, each with a neutral tone fabric and nailhead accent. Completing the look is a cool weathered oak finish that serves as the perfect contrast to the natural grey tone of the zinc table top.",Luella Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5100-84__1-750x500.jpg,5100
"The faux marble top of the Belvedere II Collection will add casual warmth to your transitional dining space. Supported by wood legs in espresso finish and flanked by chairs in bi-cast vinyl, this dining offering will provide your home with the table space you need. Bi-cast vinyl options: dark brown, chartreuse-yellow, sky blue, and lava red.",Belvedere II Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3276N-60__1-750x500.jpg,3276N
"The elaborate designs of Old World Europe are treated with a distinct modern touch in the Florentina Collection. The elegant pedestal base table serves as the focal point of this stunning dining offering. With details such as shell and acanthus leaf scrolling which grace the tableâs apron to the eye-catching jewel tufting of the accompanying chairs, which reflect with a brilliance intended to accentuate the dusky taupe coloring of the faux silk and the rich silver â with gold undertone â finish of the wood veneer. The acanthus motif is carried over to the display china, that along with carved cabriole feet, delicately designed knob hardware, glass shelving, and drawer storage, complete the traditional look of the collection.",Florentina Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1867-102__1-750x500.jpg,1867
"Modern elegance takes form in the Chambord Collection. Immediately catching your eye is the striking champagne gold finish, an opulent mix of silver and gold hues, elegantly accented by the faux silk fabric and gold brushed hardware that is featured on select pieces of the collection. The serpentine-fronted table, china and server are adorned with canted pilasters featuring overlay fretwork, scalloped bases and a delicately splayed cabriole leg. Further lending to the lavish look of the collection is the faux silk back and seat of the coordinating chair. The server features drawer and door storage as well as an elegant quatrefoil hanging mirror. Completing the look of the collection is the graceful china. With mirrored backing, light feature, glass display shelving and drawer storage, your dining room will be the talk of the dinner party.",Chambord Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1828
"A thoroughly modern update on the grandeur of Old World Europeis flawlessly executed in the Orleans II Collection. Acanthus leafcarvings feature prominently as does the two-toned white washed andweathered brown finish that accents the elegantly appointed moldingsand tops of each piece of this stately dining room offering. Wreathaccents lend dramatic flair to the white washed double pedestal tablebase as does the sculpted lionâs foot, supporting the server. The lightlyburnished brown weathered table top features decorative inlay, allsurrounded by the elegantly carved rope twist edge. The china andaccompanying two-toned server features ample storage space, fullextension glide drawers, with the center drawer opening to revealprotective felt serving piece storage. The heavily carved mirror frameprovides an extra touch of elegance.",with Buffet & Hutch Orleans II Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/2168WW-118__1__2168WW-118_____with_Buffet__Hutch-750x500.jpg,2168WW
"Blending the classic aesthetic of traditional design is the Russian Hill Collection. The nod to Old World styling comes in elements such as dental, rope and bead molding, shell motifs and faux marble accent, this dining collection goes above and beyond to create the desired look. An elegant double pedestal table serves the main course of this refined collection. Acanthus scroll design encompasses the table apron and complement the wood fromed fabric chairs. The stately china stands as the focal point topped with a carved shell accent and elaborate acanthus scroll design. The server features faux marble top, glass and wood door fronts, wine storage as well as service drawers. Further lending to the design of the china and server are the fixed antique finished hardware and pilaster accenting in the style of Corinthian columns. The Russian Hill Collection is offered in a traditional warm cherry finish with gold tipping solidifying the interpretation on traditional dÃ©cor.",Russian Hill Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1808
Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,with 710WS White Side Chair Daisy Collection ,https://www.homelegance.com/wp-content/uploads/2014/05/710-72TR__1__710-72TR_with_710WS_____White_Side_Chair-750x500.jpg,710
"Whether used as an accessory in a bedroom, as alternative to a traditional dining chair or function as its intended, the versatility of the barstool is unmatched. As part of our Amara Collection, the metal barstool provides not only the seating space that you need, but also a fun accent for your home. Distressed for an industrial feel, each color offering â Silver, Black or White â is available in 18-inch, 24-inch and 29-inch heights.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5035__1-750x500.jpg,5035
"With a scale appropriate for any number of smaller dining spaces, the Tempe Collection will provide the look and style you want in your home. The transitional feel of the group comes from the richly hued faux marble table top and the minimalistic design of the dark brown bi-cast vinyl chairs. The table and chair are constructed of metal in black finish. The collection is available in counter or traditional dining heights.",Tempe Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/2601-36__1-333x500.jpg,2601
"With a scale appropriate for any number of smaller dining spaces, the Flannery Collection will provide the look and style you want in your home. The transitional feel of the group comes from the richly hued faux marble table top and the minimalistic design of the metal ladderbacked chairs that feature dark brown bi-cast vinyl seats. The table and chairs are constructed of metal in black finish.",Flannery Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5038-48__1-750x500.jpg,5038
"Cream colored bi-cast vinyl chairs provide an excellent contrast to the tableâs espresso finish in the Ahmet Collection. Scaled for a smaller dining space, the rectangular table provides comfortable seating for four.",Ahmet Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5039-48__1-750x500.jpg,5039
Dark espresso wood legs serve as an elegant contrast to the neutral toned marble tabletop in the Cristo Collection. Dark brown bi-cast vinyl covers the flanking chairs and optional bench.,Cristo Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5070-64__1-750x500.jpg,5070
"Boldly hued chairs from our Amara Collection provide a welcome pop of color in your whimsical room decor. Shown here with the table from our Derry (2555) Collection, the chairs can be mixed or matched to suit your personal style. Constructed of metal, the industrial chic chairs are finished in blue, red, yellow or rust. Not limited to the dining room, the Amara Collection can be used to accent any room of the house.",Metal Chairs with 2555-84 Dining Table Amara Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5034__1__5034_Metal_Chairs_with_____2555-84_Dining_Table-750x500.jpg,5034
"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs. Black iron is complimented by the bold red and white hued design of the âAtellier Loftâ print that appears on the dining tabletop and carries its theme to the caster supported cocktail table (6409) â paired with our tractor seat adjustable iron barstool (6412), you will have created the creative focal point for your dining space.",Amara Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/6414__1-750x500.jpg,6414
"Like a window into your design world, the Alouette Collection provides a classic, yet modern platform for your dining experience. Offered in a rectangular or square top, this all glass table is a vision to behold. When accented with a traditional style wood chair upholstered in microfiber, the collection takes on an urban sophisticated look. When accented with a more modern bi-cast vinyl chair, the dining group suddenly becomes a study in contemporary design.",Alouette Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/17813__1-750x500.jpg,17813
"Like a window into your design world, the Alouette Collection provides a classic, yet modern platform for your dining experience. Offered in a rectangular or square top, this all glass table is a vision to behold.",with 3276S-CR Side Chair Alouette Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/17811__1__17811_with_____3276S-CR_Side_Chair-750x500.jpg,17811
"Sophisticated in its simplicity, the Havre Collection will be the center of attention in your dining room. Square beveled glass is placed atop an accordion shaped pedestal wood base. Finished in a rich dark espresso, the base prominently lends to the contemporary design. Each of the wood framed chairs features a flared design inset with either beige or dark brown fabric.",with 5021BES Beige Side Chair Havre Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5021-54__1__5021-54_with_5021BES_____Beige_Side_Chair-750x500.jpg,5021
"Ultra-modern in design and ultra-inviting in feel, the Fillmore Collection will be the perfect addition to your contemporary home. Seating designed to cradle your body is covered in a cool grey fabric that contrasts perfectly against the espresso finish over oak veneer of the dining table. The fixed top table seats six comfortably, allowing you to spend quality time with your friends and family.",Fillmore Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5048-72__1-333x500.jpg,5048
Gathering your family and friends to enjoy a meal is a welcome opportunity to catch up and relax. The Glendine Collection will provide the perfect platform for your time honored traditions. The transitional styling and dark espresso finish make for the perfect addition to many home decors. A Lazy Susan provides the perfect platform for passing the elements of the meal and display shelving forms the base of this multi-functional table. Coordinating chairs feature a modified lattice design and feature dark brown bi-cast vinyl seating.,Glendine Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/2611-36__1-750x500.jpg,2611
"With the look of natural wood planking and a burnished rustic finish, the Ronan Collection melds with your image of a transitionally styled dining room. The substantially sized table features an extension leaf that allows for the expansion of the table to seat eight. Beige fabric covers the seat of the coordinating chairs, accenting the table perfectly.",Ronan Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/2617N-36__1-750x500.jpg,2617N
Country visits town in the earthy Nash Collection. This casual solid wood dining room offering is featured in a warm two-tone buttermilk and medium tone burnished oak finish. Updated ladder-back chairs flank and feature arched and beveled detail. The dining group is further complimented by a small china that features storage shelving that is fronted by wood-framed glass doors and wine bottle and hanging glass rack storage.,Creswell Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5056-78__1-750x500.jpg,5056
"Refined elegance is exemplified in the design of the Marston Collection. With three available table options, there is a perfect match for your home â A double pedestal base rises to support the clipped-corner rectangular tabletop of the 96-inch table, the oval topped pedestal table, and the counter height display base table â are each flanked by chairs that feature turned front legs and nail head accent, along with a neutral tone fabric that covers the seats and backs. In support of the collection are the functional china and server. Featuring drawer and door storage, each with oval bale pull and knob hardware, you can be assured of plentiful space in which to stow or display your tabletop dÃ©cor. The server also features a black melamine laminated top.",Marston Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/2615DC-96__1-750x500.jpg,2615DC
"Traditional design elements are elegantly layered to create the beautiful Norwich Collection. Shell motif, egg & dart molding, rope molding, ball & claw feet and elegantly designed inlay begin the design journey. Book-match cherry veneer prominently highlights the top of the rectangular table and features oval inlay decorative accenting. The table is flanked by chairs that are accented by beige fabric seats. With the chinaâs glass fronted doors providing a view of your cherished tabletop accessories, there is also drawer and wood fronted cabinets that allow for additional storage space. The collection is offered in a warm cherry finish.",Norwich Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5055-82__1-750x500.jpg,5055
"Stately in design and presence, the Thurmont Collection provides a timeless statement to your formal dining room. Acanthus leaf carvings provide a continuous theme throughout the collection -featured on the china, table and chairs. Cherry book-match veneer provides a classic look to the table top as do the elegantly curved legs. Routing is featured prominently on the accenting chairs, flowing with each curve. The chair backs have an overlay wood design that highlights the richly toned hues of the chairâs fabric. Serving as a grand focal point, the chinaâs arched top and decorative beveled glass serve to display your tabletop accessories. Finally, a rich cherry finish adds to the overall design of the Thurmont Collection.",Thurmont Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5052-118__1-750x500.jpg,5052
"Walking into the dining room that is occupied by the Deryn Park Collection will immediately invoke your love of the traditional aesthetic. Stately from every angle, sophisticated design elements blend to create this beautiful collection. Burl inset flanks the book-match veneered cherry-finished tabletop. With two table options â the rectangular double pedestal base, and the oval topped single pedestal â the collection allows you the flexibility to fit the scale of your dining room. Each chair features an elaborately designed back and a richly hued fabric cover. The china and coordinating server provide ample display and storage space for your tabletop accessories. The cherry finish is highlighted by gold tipping that accentuates the traditional feel of elegant Deryn Park Collection.",Deryn Park Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/2243-76__1-750x500.jpg,2243
"Walking into the dining room that is occupied by the Deryn Park Collection will immediately invoke your love of the traditional aesthetic. Stately from every angle, sophisticated design elements blend to create this beautiful collection. Burl inset flanks the book-match veneered cherry-finished tabletop. With two table options â the rectangular double pedestal base, and the oval topped single pedestal â the collection allows you the flexibility to fit the scale of your dining room. Each chair features an elaborately designed back and a richly hued fabric cover. The china and coordinating server provide ample display and storage space for your tabletop accessories. The cherry finish is highlighted by gold tipping that accentuates the traditional feel of elegant Deryn Park Collection.",Deryn Park Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/2243-114__1-750x500.jpg,2243
"The grandeur of Old World Europe is flawlessly executed in the Orleans Collection. Acanthus leaf carvings feature prominently and blend with elegantly appointed moldings on each piece of this stately dining room offering. Wreath accents lend dramatic flair to the double pedestal table base as does the sculpted lionâs foot, supporting the server. The tabletopâs richly hued matches cherry veneers featured on the decorative inlay, all surrounded by the elegantly carved rope twist edge. The china and accompanying serverâs features include ample storage space, full extension glide drawers, with the center drawer opening to reveal protective felt serving piece storage. The heavily carved mirror frame provides an extra touch of elegance. The rich dark cherry finish with gold tipping completes the formal feel of the Orleans Collection.",Orleans Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2168
 , ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1188
"With a scale appropriate for any number of smaller dining spaces, the Tempe Collection will provide the look and style you want in your home. The transitional feel of the group comes from the richly hued faux marble table top and the minimalistic design of the dark brown bi-cast vinyl chairs. The table and chair are constructed of metal in black finish.",Tempe Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2601
"Design elements from traditional to mid-century modern are delicately balanced in the sophisticated Chicago Collection. This deep espresso finished dining group takes the uniquely routed accent of the apron and double pedestal table base and applies it to the accompanying server. The shape of the chairs conforms to your body, providing comfort and maximum style. From the grand sweep of the arms to the traditional nail-head accent, this chair is the ultimate in sophistication. The server features tassel drop pull hardware in a nickel finish and features door storage.",Chicago Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2588
"Classic elegance is achieved with the design of the VanBure Collection. The tabletop features book-match veneers and is gracefully supported by the stately table base. The coordinating chairs feature an oval cutout accent, wood framing and dark brown bi-cast vinyl seating. The entire collection is finished in a rich cherry, further lending to the elegant design.",VanBure Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2568
Your modern dining room will be perfectly complimented by the Tanager Collection. A dark espresso finish highlights the ash veneer providing a rich contrast to the clean contemporary lines of the tabletop and rectangular pedestal base. Neutral tone fabric chairs and bench feature wood framing and generously appointed seating.,Tanager Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2549
"Lacking any appearance of pretension, the Maeve Collection provides a stylish spot for your family to enjoy their time together. A dark cherry finish on the table and wood frame chairs is complimented by the seats of dark brown bi-cast vinyl covered chairs. The cutout that tops each chair back is a simple design element that lends graceful style to this modest dining collection.",Maeve Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2547
"Exuding the sophisticated elegance that your formal dining room calls for, the Keegan Collection will wow your dinner guests. The china cabinet stands at attention, not only functioning as a storage facility for all of your tabletopâs finest, but also as the grand centerpiece of this stylish dining offering. For additional storage, or for smaller spaces, the server features wine storage and unique mirror accent that adds a small height to the standard server. Storage features prominently on both pieces. Each of the dining tables in the collection â 108 inch tabletop with double pedestal base and 96 inch tabletop with leg supports â feature a lovely veneer pattern that is highlighted by the rich brown cherry finish. Accenting hardware is featured in satin nickel. The complimenting chair features a neutral tone fabric seat and elegantly overlapping chair back design.",Keegan Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2546
"A natural selection for your transitional home, the Teague Collection will compliment your lifestyle. Faux marble is set in a diamond pattern in this casual dining offering. With dark brown bi-cast vinyl seating and a espresso finish to compliment it all, this dining collection will be a welcome addition to your home.",Teague Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2544
"A natural selection for your transitional home, the Thurston Collection will compliment your lifestyle. The diamond pattern of the faux marble is set within a bold wood frame. With dark brown bi-cast vinyl seating and espresso finish to compliment it all, this dining collection will be a welcome addition to your home.",Thurston Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2545
The Devlin Collection offers the classic look of transitional styling with a nod to the Arts & Craft movement all in a well appointed six-piece group. Neutral tone fabric covers the seats of the chairs and bench in the espresso finished collection. Notch accent completes the look of the collection.,Devlin Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2538
"White marble top stands proudly on the espresso finished base in the Hahn Collection. A warm compliment to your modern or transitional dining room, the bold design is an instant classic.",Hahn Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2529
"Completely modern in all aspects, the Lee Collection enhances your dining room with clean lines and unique design elements. Blocked asymmetrical veneer frames the crackle glass insert on the table top â all supported by thick rectangular column legs. Keyhole-back side chairs, along with bench, are upholstered with dark brown bi-cast vinyl.",Lee Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2528
With inspiration drawn from the traditional French decorative accents the effortlessly elegant Marie Louise Collection adds warmth and charm to your dining room. A classic urn double pedestal trestle base acts as the focal point of the collection. The rustic weathered oak finish on the pine veneers hints of time gone by and the button-tufted bomber jacket fabric on the wood-framed accenting chairs compliments the casually elegant table perfectly.,Marie Louise Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2526
"With just a hint of Craftsman styling and a defined transitional look, the Broome Collection provides you and your family ample space to enjoy your time together. The dark brown finish on hardwood veneers adds to the classic look of the collection. The counter height tabletop expands to seat eight comfortably and is supported by a storage base. The warm brown bi-cast vinyl seat of the chairs blends effortlessly with the tableâs warm finish.",Broome Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2524
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",1178BLK 1178RED 1178WHT Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1178
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1157
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1156
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1155
